"file","caption","alt_text","category","png_time","StartTime"
"bio1_sizeatage.png","Length at age in the beginning of the year (or season) in the ending year of the model. Shaded area indicates 95% distribution of length at age around estimated growth curve.",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio2_sizeatage_plus_CV_and_SD.png","Length at age (top-left panel) with CV (thick line) and SD (thin line) of length at age shown in top-right and lower-left panels",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio3_sizeatage_plus_WT_and_MAT.png","Length at age (top-left panel) with weight (thick line) and maturity (thin line) shown in top-right and lower-left panels",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio1B_len_at_age_matrix_1.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 1",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio1B_len_at_age_matrix_2.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 2",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio1B_len_at_age_matrix_3.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 1",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio1B_len_at_age_matrix_4.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 2",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio5_weightatsize.png","Weight-length relationship",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio6_maturity.png","Maturity at length",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio7_fecundity.png","Fecundity",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio8_fecundity_wt.png","Fecundity as a function of weight",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio9_fecundity_len.png","Fecundity as a function of length",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel02_multiple_fleets_age1.png","Selectivity at age for multiple fleets.",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel02_multiple_fleets_age2.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel05_timevary_ret_surf_flt1sex1.png","Surface plot of Female time-varying retention for HKL",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel06_timevary_ret_contour_flt1sex1.png","Countour plot of Female time-varying retention for HKL",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel09_len_flt1sex1.png","Female ending year selectivity for HKL",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel05_timevary_ret_surf_flt1sex2.png","Surface plot of Male time-varying retention for HKL",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
"sel06_timevary_ret_contour_flt1sex2.png","Countour plot of Male time-varying retention for HKL",NA,"Sel",2024-04-30 18:31:01.528275,"StartTime: Tue Apr 30 18:15:53 2024"
